有効利用,有効利用,5
エンゼルプラン,エンゼルプラン,6
雇用保険,雇用保険,8
経済社会,経済社会,5
抜本改革,抜本改革,4
核家族,核家族,5
景気回復,景気回復,7
雇用不安,雇用不安,5
年金制度,年金制度,27
セーフティーネット,セーフティーネット,5
抜本改革,抜本改革,10
基本方針,基本方針,6
介護保険,介護保険,4
社会経済情勢,社会経済情勢,10
診療報酬,診療報酬,4
日本経済,日本経済,14
構造改革,構造改革,31
行政改革,行政改革,5
民主主義,民主主義,4
国民生活,国民生活,14
地球温暖,地球温暖,8
安定供給,安定供給,17
基本理念,基本理念,12
構造改革,構造改革,12
国庫負担,国庫負担,11
医療制度,医療制度,27
景気回復,景気回復,17
厚生年金,厚生年金,8
年金制度,年金制度,5
中小企業,中小企業,7
少子高齢,少子高齢,14
構造改革,構造改革,7
設備投資,設備投資,5
地方分権,地方分権,8
年金制度,年金制度,29
国家公務員,国家公務員,4
地方分権,地方分権,23
介護保険,介護保険,4
国民生活,国民生活,5
関係省庁,関係省庁,4
社会保険,社会保険,5
景気回復,景気回復,21
少子高齢,少子高齢,6
回復軌道,回復軌道,22
経済社会,経済社会,5
国民生活,国民生活,18
淡路大震災,淡路大震災,10
環境整備,環境整備,5
農業基本,農業基本,9
地方分権,地方分権,19
経済社会,経済社会,8
日本経済,日本経済,16
地球温暖,地球温暖,4
企業年金,企業年金,15
国庫負担,国庫負担,7
男女共同参画,男女共同参画,4
特別措置,特別措置,10
セーフティーネット,セーフティーネット,4
身体障害,身体障害,84
中小企業,中小企業,4
自己負担,自己負担,12
危機管理,危機管理,5
回復軌道,回復軌道,9
国民年金,国民年金,7
医療保険,医療保険,7
社会保障,社会保障,18
科学技術,科学技術,5
市町村合併,市町村合併,6
国庫負担,国庫負担,5
年金受給,年金受給,4
少子高齢,少子高齢,14
科学技術,科学技術,5
賃貸住宅,賃貸住宅,9
地方団体,地方団体,9
少子高齢,少子高齢,6
基礎年金,基礎年金,39
社会保障,社会保障,4
少子高齢,少子高齢,5
日本経済,日本経済,30
公的資金,公的資金,6
我が国経済,我が国経済,12
経済社会,経済社会,25
高齢社会,高齢社会,6
経済社会,経済社会,4
景気対策,景気対策,18
教育改革,教育改革,4
社会保障制度,社会保障制度,4
学校教育,学校教育,5
抜本改革,抜本改革,11
医療保険制度,医療保険制度,4
法改正,法改正,7
雇用対策,雇用対策,4
公共事業,公共事業,37
ミスマッチ,ミスマッチ,4
公共事業,公共事業,5
改正法案,改正法案,6
基礎年金,基礎年金,5
社会経済情勢,社会経済情勢,8
セーフティーネット,セーフティーネット,4
予算配分,予算配分,7
基本理念,基本理念,11
構造改革,構造改革,6
景気回復,景気回復,5
基礎年金,基礎年金,4
介護保険,介護保険,6
高齢社会,高齢社会,6
公共交通機関,公共交通機関,5
年金改正,年金改正,4
日本共産党,日本共産党,19
高齢社会,高齢社会,6
少子高齢,少子高齢,9
厚生大臣,厚生大臣,4
年金制度,年金制度,4
少子高齢,少子高齢,6
経済社会,経済社会,12
少子高齢,少子高齢,8
回復軌道,回復軌道,12
景気回復,景気回復,4
公的年金,公的年金,21
中央省庁,中央省庁,4
能力開発,能力開発,4
雇用対策,雇用対策,13
賃貸住宅,賃貸住宅,10
金融システム,金融システム,5
消費税,消費税,6
ＩＴ革命,ＩＴ革命,13
介護保険制度,介護保険制度,21
情報通信,情報通信,15
地球温暖,地球温暖,9
中小企業,中小企業,13
社会資本整備,社会資本整備,6
公共事業,公共事業,6
医療保険制度,医療保険制度,6
規制緩和,規制緩和,9
医療制度,医療制度,11
行政改革,行政改革,4
介護保険,介護保険,30
雇用対策,雇用対策,7
景気対策,景気対策,10
経済新生対策,経済新生対策,6
少子高齢,少子高齢,4
我が国経済,我が国経済,7
消費税,消費税,10
完全失業,完全失業,21
我が国経済,我が国経済,11
少子高齢,少子高齢,4
年金制度,年金制度,7
市町村合併,市町村合併,5
構造改革,構造改革,4
財政構造改革,財政構造改革,4
我が国経済,我が国経済,6
ＩＴ革命,ＩＴ革命,4
ひとり暮らし,ひとり暮らし,8
医療制度,医療制度,6
公営住宅,公営住宅,4
特例措置,特例措置,4
国民生活,国民生活,4
経済構造改革,経済構造改革,10
労働市場,労働市場,10
公共事業,公共事業,9
国民生活,国民生活,4
年金改正,年金改正,14
発展基盤,発展基盤,5
公共事業,公共事業,9
経済成長,経済成長,8
社会保障,社会保障,22
国庫負担,国庫負担,14
役割分担,役割分担,7
科学技術,科学技術,5
規制緩和,規制緩和,4
日本新生,日本新生,6
日本経済,日本経済,9
労働移動,労働移動,6
基礎年金,基礎年金,29
改正法案,改正法案,15
提案理由,提案理由,4
我が国経済,我が国経済,17
社会保障,社会保障,27
中央省庁,中央省庁,4
基本方針,基本方針,6
市民連合,市民連合,5
雇用情勢,雇用情勢,4
年金制度,年金制度,17
消費税,消費税,7
社会保障制度,社会保障制度,9
ＩＴ革命,ＩＴ革命,5
経済情勢,経済情勢,8
成年後見制度,成年後見制度,11
改正法案,改正法案,5
補正予算,補正予算,20
農業経営,農業経営,5
雇用情勢,雇用情勢,7
科学技術,科学技術,11
厚生年金,厚生年金,6
公営住宅,公営住宅,20
規制緩和,規制緩和,4
経済社会,経済社会,39
厚生大臣,厚生大臣,4
構造改革,構造改革,8
確定拠出,確定拠出,4
国債発行,国債発行,6
自然環境,自然環境,4
身体障害,身体障害,22
少子高齢,少子高齢,5
身体障害,身体障害,4
国家公務員,国家公務員,31
発展基盤,発展基盤,7
任用制度,任用制度,14
税制改正,税制改正,5
地域社会,地域社会,4
消費税,消費税,27
中央省庁,中央省庁,9
補正予算,補正予算,5
診療報酬,診療報酬,8
十分配慮,十分配慮,7
社会保障制度,社会保障制度,14
財政状況,財政状況,5
基本方針,基本方針,4
医療制度,医療制度,10
地方財政,地方財政,9
個人消費,個人消費,4
地方団体,地方団体,4
地方財政,地方財政,5
景気回復,景気回復,36
施設整備,施設整備,4
改正法案,改正法案,5
雇用情勢,雇用情勢,20
我が国経済社会,我が国経済社会,5
重要課題,重要課題,6
金融システム,金融システム,5
公共事業,公共事業,5
エンゼルプラン,エンゼルプラン,4
経済社会,経済社会,6
地方公共団体,地方公共団体,12
経済成長,経済成長,8
個人消費,個人消費,5
地方公共団体,地方公共団体,7
知的障害,知的障害,14
地方公共団体,地方公共団体,4
都市基盤整備,都市基盤整備,4
国庫負担,国庫負担,4
我が国経済,我が国経済,5
個人消費,個人消費,6
公共事業,公共事業,20
少子高齢,少子高齢,4
我が国経済,我が国経済,6
自己責任,自己責任,12
景気回復,景気回復,15
努力義務,努力義務,7
雇用創出,雇用創出,5
経済社会,経済社会,20
ベンチャー企業,ベンチャー企業,5
地方分権,地方分権,12
介護保険制度,介護保険制度,12
国庫負担,国庫負担,6
少子高齢,少子高齢,8
経済運営,経済運営,9
公共事業,公共事業,4
整理合理,整理合理,4
社会保障,社会保障,6
医療制度,医療制度,8
少子高齢,少子高齢,15
構造改革,構造改革,16
安全保障,安全保障,8
社会保障,社会保障,22
日本経済,日本経済,4
少子化対策,少子化対策,4
関係省庁,関係省庁,5
雇用機会,雇用機会,8
発展基盤,発展基盤,5
地方公共団体,地方公共団体,25
交付税,交付税,9
社会保障,社会保障,10
社会保障,社会保障,9
景気回復,景気回復,11
ＩＴ革命,ＩＴ革命,19
日本経済,日本経済,10
社会保険,社会保険,4
日本国憲法,日本国憲法,5
日本新生プラン,日本新生プラン,4
都市基盤整備,都市基盤整備,4
景気回復,景気回復,5
中小企業,中小企業,8
産業構造,産業構造,6
構造改革,構造改革,5
雇用創出,雇用創出,5
世界経済,世界経済,5
構造改革,構造改革,9
少子高齢,少子高齢,4
公共事業,公共事業,11
高齢社会,高齢社会,6
行政改革,行政改革,4
臨時国会,臨時国会,4
財政再建,財政再建,6
構造改革,構造改革,4
財政状況,財政状況,17
社会保障制度,社会保障制度,4
規制改革,規制改革,6
任用制度,任用制度,19
厚生大臣,厚生大臣,6
給付水準,給付水準,6
構造変化,構造変化,5
個人消費,個人消費,10
中小企業,中小企業,29
生活基盤,生活基盤,4
老後生活,老後生活,8
厚生大臣,厚生大臣,12
社会保障制度,社会保障制度,12
少子高齢,少子高齢,5
厚生大臣,厚生大臣,4
経済社会,経済社会,6
年金制度,年金制度,36
セーフティーネット,セーフティーネット,5
安全保障,安全保障,5
ＩＴ革命,ＩＴ革命,9
国民生活,国民生活,8
厚生大臣,厚生大臣,4
生活環境,生活環境,7
少子高齢,少子高齢,7
身体障害,身体障害,6
厚生年金,厚生年金,35
公共事業,公共事業,6
景気対策,景気対策,5
公共事業,公共事業,7
支給開始年齢,支給開始年齢,7
雇用対策,雇用対策,12
科学技術,科学技術,4
国民生活,国民生活,5
厚生大臣,厚生大臣,4
年金制度,年金制度,11
日本経済,日本経済,8
回復軌道,回復軌道,9
景気回復,景気回復,23
行政改革,行政改革,5
厚生大臣,厚生大臣,4
中小企業,中小企業,4
少子高齢,少子高齢,10
個人消費,個人消費,7
雇用創出,雇用創出,4
景気回復,景気回復,16
我が国経済,我が国経済,14
少子化対策,少子化対策,5
農業経営,農業経営,8
中小企業,中小企業,9
公共事業,公共事業,22
健康保険,健康保険,8
公共事業,公共事業,7
補正予算,補正予算,9
基礎年金,基礎年金,23
少子高齢,少子高齢,10
社会資本,社会資本,5
中小企業,中小企業,14
医療保険,医療保険,10
国民生活,国民生活,9
福祉目的税,福祉目的税,5
介護保険,介護保険,4
厚生年金,厚生年金,24
経済社会,経済社会,14
雇用不安,雇用不安,4
中心市街地,中心市街地,4
社会保障制度,社会保障制度,44
少子高齢,少子高齢,9
規制緩和,規制緩和,4
医療制度,医療制度,15
回復軌道,回復軌道,6
両立支援,両立支援,4
財政再建,財政再建,5
薬価制度,薬価制度,6
自己負担,自己負担,4
自然環境,自然環境,4
保険制度,保険制度,4
所得保障,所得保障,6
経済社会,経済社会,14
景気回復,景気回復,4
介護保険,介護保険,64
地方財政,地方財政,4
我が国経済,我が国経済,5
我が国経済,我が国経済,13
日本経済,日本経済,7
構造改革,構造改革,10
年金制度,年金制度,10
医療保険,医療保険,5
少子高齢,少子高齢,8
雇用対策,雇用対策,12
少子高齢,少子高齢,4
重要課題,重要課題,8
経済成長,経済成長,8
持続可能,持続可能,4
雇用対策,雇用対策,7
医療保険制度,医療保険制度,4
社会保障,社会保障,13
厚生年金,厚生年金,12
日本経済,日本経済,8
健康保険,健康保険,4
地方分権,地方分権,4
専業主婦,専業主婦,4
中心市街地,中心市街地,4
世界経済,世界経済,5
少子高齢,少子高齢,4
行政改革,行政改革,4
通常国会,通常国会,4
社会保障,社会保障,15
地方公共団体,地方公共団体,8
福祉目的税,福祉目的税,4
医療保険,医療保険,12
緊急経済対策,緊急経済対策,5
雇用不安,雇用不安,4
ベンチャー企業,ベンチャー企業,13
住宅政策,住宅政策,4
少子高齢,少子高齢,9
内閣総理大臣,内閣総理大臣,5
社会保障制度,社会保障制度,15
公共施設,公共施設,5
給付水準,給付水準,8
雇用対策,雇用対策,5
補正予算,補正予算,8
公営住宅,公営住宅,13
総理大臣,総理大臣,4
中小企業,中小企業,11
日本経済,日本経済,7
雇用創出,雇用創出,11
社会保障,社会保障,7
給付水準,給付水準,5
財政構造改革,財政構造改革,6
重要課題,重要課題,4
医療制度,医療制度,13
雇用情勢,雇用情勢,9
国民生活,国民生活,12
少子高齢,少子高齢,5
ＩＴ革命,ＩＴ革命,8
高齢社会,高齢社会,4
地方公共団体,地方公共団体,19
農業基本,農業基本,9
景気回復,景気回復,4
財政状況,財政状況,5
基礎年金,基礎年金,12
我が国経済,我が国経済,32
地方分権,地方分権,4
医療保険制度,医療保険制度,13
抜本改革,抜本改革,10
年金制度,年金制度,12
雇用対策,雇用対策,24
公共事業,公共事業,9
経済社会,経済社会,7
少子化対策,少子化対策,6
食料自給,食料自給,7
公共交通機関,公共交通機関,6
基礎年金,基礎年金,6
日本経済,日本経済,16
附帯決議,附帯決議,10
介護保険,介護保険,5
健康保険,健康保険,5
地方分権,地方分権,4
地方公共団体,地方公共団体,5
関係大臣,関係大臣,8
雇用機会,雇用機会,8
日本経済,日本経済,5
医療制度,医療制度,4
少子化対策,少子化対策,18
信頼関係,信頼関係,7
公的年金制度,公的年金制度,6
公共事業,公共事業,9
構造改革,構造改革,5
農業経営,農業経営,6
経済社会,経済社会,12
雇用対策,雇用対策,26
景気回復,景気回復,4
中央省庁,中央省庁,9
経済社会,経済社会,7
年金制度,年金制度,4
意見陳述,意見陳述,4
地方分権,地方分権,10
公的年金,公的年金,18
食料自給,食料自給,5
日本共産党,日本共産党,7
公共事業,公共事業,25
社会保険,社会保険,4
中小企業,中小企業,6
回復軌道,回復軌道,5
我が国経済,我が国経済,23
高齢社会,高齢社会,4
任用制度,任用制度,22
国民生活,国民生活,5
科学技術,科学技術,4
少子高齢,少子高齢,9
学校教育,学校教育,4
少子高齢,少子高齢,23
官房長官,官房長官,5
児童手当,児童手当,4
教育改革,教育改革,5
地方公共団体,地方公共団体,4
経済社会,経済社会,5
国庫負担,国庫負担,6
地方財政,地方財政,14
基礎年金,基礎年金,5
消費税,消費税,6
高額療養,高額療養,6
法人税,法人税,9
雇用保険,雇用保険,6
年金制度,年金制度,4
科学技術,科学技術,5
充実強化,充実強化,4
確定拠出年金,確定拠出年金,21
消費税,消費税,6
賃貸住宅,賃貸住宅,17
少子高齢,少子高齢,52
発展基盤,発展基盤,6
我が国経済社会,我が国経済社会,6
経済運営,経済運営,4
企業年金,企業年金,23
能力開発,能力開発,5
重要課題,重要課題,5
雇用対策,雇用対策,4
現役世代,現役世代,4
地方分権,地方分権,5
身体障害,身体障害,4
補正予算,補正予算,19
高齢社会,高齢社会,4
中小企業,中小企業,9
構造変化,構造変化,9
国際社会,国際社会,8
発展基盤,発展基盤,6
社会保障,社会保障,6
労働大臣,労働大臣,6
高齢社会,高齢社会,4
高齢社会,高齢社会,9
給付水準,給付水準,4
自助努力,自助努力,4
地方公共団体,地方公共団体,4
財政構造改革,財政構造改革,5
景気回復,景気回復,6
公共事業,公共事業,12
公的年金,公的年金,12
構造改革,構造改革,7
社会保障,社会保障,5
厚生大臣,厚生大臣,8
中小企業,中小企業,4
構造改革,構造改革,23
国庫負担,国庫負担,10
所得税,所得税,4
中小企業,中小企業,5
内閣総理大臣,内閣総理大臣,5
国家公務員,国家公務員,10
公的年金,公的年金,4
補正予算,補正予算,7
産業構造,産業構造,11
我が国経済,我が国経済,9
設備投資,設備投資,4
充実強化,充実強化,4
早期成立,早期成立,4
我が国経済,我が国経済,5
地方分権,地方分権,5
地球温暖,地球温暖,4
消費支出,消費支出,4
地方公共団体,地方公共団体,6
予算編成,予算編成,10
補正予算,補正予算,8
技術開発,技術開発,10
社会保障,社会保障,9
雇用情勢,雇用情勢,9
児童手当,児童手当,7
電子商取引,電子商取引,4
経済社会,経済社会,5
雇用対策,雇用対策,5
抜本改革,抜本改革,10
情報通信,情報通信,6
構造改革,構造改革,13
中小企業,中小企業,7
地方公共団体,地方公共団体,4
基本理念,基本理念,8
社会保障,社会保障,10
施政方針演説,施政方針演説,4
都市基盤整備,都市基盤整備,7
少子高齢,少子高齢,8
年金制度,年金制度,4
経済社会,経済社会,4
公共施設,公共施設,5
高齢社会,高齢社会,9
雇用対策,雇用対策,4
改革クラブ,改革クラブ,5
社会保障,社会保障,5
少子高齢,少子高齢,11
公共施設,公共施設,4
介護保険,介護保険,23
行政改革,行政改革,4
雇用対策,雇用対策,5
児童手当,児童手当,8
構造改革,構造改革,5
財政再建,財政再建,5
少子高齢,少子高齢,6
日本共産党,日本共産党,4
景気回復,景気回復,9
発展基盤,発展基盤,7
社会保障,社会保障,6
基礎年金,基礎年金,13
経済対策,経済対策,7
少子高齢,少子高齢,6
公共事業,公共事業,6
生活基盤,生活基盤,9
発展基盤,発展基盤,18
教育改革,教育改革,18
少子高齢,少子高齢,7
地方公共団体,地方公共団体,8
重要課題,重要課題,5
教育基本,教育基本,5
雇用保険,雇用保険,5
自己負担,自己負担,9
教育改革,教育改革,7
情報公開,情報公開,5
役割分担,役割分担,13
自然環境,自然環境,4
消費税,消費税,24
少子高齢,少子高齢,6
構造改革,構造改革,9
社会保障,社会保障,48
社会保障制度,社会保障制度,6
経済運営,経済運営,8
基本方針,基本方針,4
有識者会議,有識者会議,69
金融機関,金融機関,7
日本共産党,日本共産党,15
中小企業,中小企業,12
雇用保険,雇用保険,5
健康保険,健康保険,13
公共事業,公共事業,40
国家公務員,国家公務員,10
医療提供体制,医療提供体制,35
交通事業,交通事業,10
医療提供体制,医療提供体制,5
雇用対策,雇用対策,19
最終報告,最終報告,4
我が国経済,我が国経済,12
公共事業,公共事業,11
地方財政,地方財政,5
発展基盤,発展基盤,5
日本経済,日本経済,12
社会保障,社会保障,5
電子政府,電子政府,9
介護保険制度,介護保険制度,4
行政サービス,行政サービス,5
公的年金,公的年金,28
補正予算,補正予算,23
社会保険方式,社会保険方式,4
閣議決定,閣議決定,4
設備投資,設備投資,4
構造改革,構造改革,4
雇用対策,雇用対策,14
社会保険,社会保険,12
消費税,消費税,13
社会保障,社会保障,23
教育改革,教育改革,8
年金制度,年金制度,11
中小企業,中小企業,8
地域社会,地域社会,4
抜本改革,抜本改革,6
社会保障制度,社会保障制度,19
厚生年金,厚生年金,30
農業経営,農業経営,11
社会保障制度,社会保障制度,9
消費税,消費税,5
構造改革,構造改革,20
社会保障,社会保障,4
補正予算,補正予算,5
厚生年金,厚生年金,11
現役世代,現役世代,18
景気回復,景気回復,19
基礎年金,基礎年金,4
税方式,税方式,17
住宅政策,住宅政策,4
社会保障,社会保障,4
自然環境,自然環境,4
景気回復,景気回復,4
社会保障制度,社会保障制度,8
国際競争,国際競争,4
沖縄サミット,沖縄サミット,4
学校教育,学校教育,4
給付水準,給付水準,12
我が国経済,我が国経済,4
連立政権,連立政権,6
経済運営,経済運営,4
高齢社会,高齢社会,6
充実強化,充実強化,4
医療保険,医療保険,6
景気回復,景気回復,31
抜本改革,抜本改革,28
重要課題,重要課題,5
安定供給,安定供給,14
公的年金,公的年金,10
日本新生,日本新生,7
高齢社会,高齢社会,7
雇用情勢,雇用情勢,6
少子高齢,少子高齢,35
公共事業,公共事業,4
少子高齢,少子高齢,7
社会保障,社会保障,4
国民生活,国民生活,7
抜本改革,抜本改革,5
食料自給,食料自給,4
不良債権,不良債権,16
中小企業,中小企業,8
年金制度,年金制度,7
日本経済,日本経済,11
中小企業,中小企業,4
個人所得課税,個人所得課税,11
中小企業,中小企業,5
情報通信,情報通信,4
社会構造,社会構造,5
自己負担,自己負担,4
我が国経済,我が国経済,13
景気回復,景気回復,7
ＩＴ革命,ＩＴ革命,4
国庫負担,国庫負担,18
地域社会,地域社会,4
健康保険,健康保険,5
抜本改革,抜本改革,22
少子高齢,少子高齢,6
社会保障制度,社会保障制度,5
補正予算,補正予算,4
社会保障,社会保障,5
我が国経済,我が国経済,4
雇用保険,雇用保険,5
設備投資,設備投資,7
社会保障,社会保障,13
社会保障,社会保障,42
知的障害,知的障害,7
中小企業,中小企業,22
雇用対策,雇用対策,4
介護保険,介護保険,7
公共事業,公共事業,5
社会保障,社会保障,21
地方公共団体,地方公共団体,5
我が国経済,我が国経済,5
景気対策,景気対策,5
育児休業,育児休業,8
定年退職,定年退職,4
中小企業対策,中小企業対策,7
医療機関,医療機関,5
特殊法人,特殊法人,5
充実強化,充実強化,8
財政状況,財政状況,11
構造改革,構造改革,7
我が国経済,我が国経済,33
年金制度,年金制度,25
社会保障制度,社会保障制度,4
高齢社会,高齢社会,4
賃貸住宅,賃貸住宅,14
附帯決議,附帯決議,22
介護保険,介護保険,5
雇用情勢,雇用情勢,4
少子高齢,少子高齢,5
経済成長,経済成長,4
国民負担,国民負担,7
公費負担,公費負担,5
内閣総理大臣,内閣総理大臣,4
日本経済,日本経済,11
賃貸住宅,賃貸住宅,24
年金制度,年金制度,17
社会保障,社会保障,30
基本理念,基本理念,10
高齢社会,高齢社会,7
構造改革,構造改革,6
介護保険,介護保険,9
構造改革,構造改革,13
企業年金,企業年金,36
法改正,法改正,4
介護保険,介護保険,7
厚生労働省,厚生労働省,7
公共事業,公共事業,9
児童手当,児童手当,4
金融システム,金融システム,16
交通事業,交通事業,5
内閣総理大臣,内閣総理大臣,5
老人医療,老人医療,6
役割分担,役割分担,16
民間事業,民間事業,4
少子高齢,少子高齢,11
地方分権,地方分権,8
少子高齢,少子高齢,29
発展基盤,発展基盤,7
老人医療,老人医療,5
我が国経済,我が国経済,4
扶養控除,扶養控除,15
経済新生対策,経済新生対策,5
公的年金,公的年金,8
公共事業,公共事業,4
基本理念,基本理念,25
交通バリアフリー,交通バリアフリー,6
少子高齢,少子高齢,5
役割分担,役割分担,7
雇用対策,雇用対策,17
基礎年金,基礎年金,42
科学技術,科学技術,8
高齢社会,高齢社会,10
金融システム,金融システム,10
社会保障,社会保障,6
政策課題,政策課題,9
公共事業,公共事業,5
少子高齢,少子高齢,9
医療保険制度,医療保険制度,9
社会保障,社会保障,13
社会保障制度,社会保障制度,7
国際社会,国際社会,5
社会資本整備,社会資本整備,10
地方分権,地方分権,10
我が国経済,我が国経済,16
定期借家,定期借家,4
規制緩和,規制緩和,4
地域社会,地域社会,4
金融システム,金融システム,11
耕作放棄,耕作放棄,4
補正予算,補正予算,11
中小企業,中小企業,5
財政構造改革,財政構造改革,15
回復軌道,回復軌道,6
公共事業,公共事業,9
我が国経済,我が国経済,10
回復軌道,回復軌道,12
情報公開,情報公開,4
少子高齢,少子高齢,20
公共事業,公共事業,16
身体障害,身体障害,32
情報通信,情報通信,5
雇用創出,雇用創出,4
産業構造,産業構造,5
環境整備,環境整備,7
給付水準,給付水準,20
充実強化,充実強化,4
身体障害,身体障害,14
重要課題,重要課題,6
経済社会,経済社会,18
経済社会,経済社会,6
中小企業,中小企業,25
民間企業,民間企業,4
発展基盤,発展基盤,5
公共事業,公共事業,5
雇用不安,雇用不安,9
公共事業,公共事業,21
身体障害,身体障害,9
任用制度,任用制度,4
整理合理,整理合理,4
ＩＴ革命,ＩＴ革命,9
国民生活,国民生活,4
社会保障,社会保障,17
基礎年金,基礎年金,8
科学技術,科学技術,5
我が国経済,我が国経済,5
景気回復,景気回復,5
耕作放棄,耕作放棄,8
年金制度,年金制度,4
社会保障,社会保障,21
厚生労働省,厚生労働省,4
年金制度,年金制度,6
中央省庁,中央省庁,6
介護保険制度,介護保険制度,6
予算編成,予算編成,5
規制緩和,規制緩和,8
日本経済,日本経済,4
年金財政,年金財政,7
年金制度,年金制度,5
現役世代,現役世代,4
雇用対策,雇用対策,4
公共事業,公共事業,70
景気回復,景気回復,18
行政改革,行政改革,6
発展基盤,発展基盤,10
介護保険,介護保険,4
地方公共団体,地方公共団体,12
地域社会,地域社会,4
国庫負担,国庫負担,6
公共事業,公共事業,5
給付水準,給付水準,4
中小企業,中小企業,7
経済社会,経済社会,8
我が国財政,我が国財政,5
厚生大臣,厚生大臣,6
年金制度,年金制度,15
年金制度,年金制度,8
社会参加,社会参加,10
景気回復,景気回復,6
少子高齢,少子高齢,47
公的年金,公的年金,5
発展基盤,発展基盤,13
金融機関,金融機関,6
情報通信,情報通信,11
規制緩和,規制緩和,4
消費税,消費税,13
社会保障,社会保障,10
社会保障,社会保障,4
日本経済,日本経済,8
教育改革,教育改革,5
社会資本整備,社会資本整備,5
我が国経済,我が国経済,133
少子高齢,少子高齢,16
補正予算,補正予算,4
改正法案,改正法案,4
基礎年金,基礎年金,33
税方式,税方式,4
医療制度,医療制度,8
介護保険,介護保険,8
少子高齢,少子高齢,64
厚生大臣,厚生大臣,11
ＩＴ革命,ＩＴ革命,4
景気回復,景気回復,4
企業年金,企業年金,4
学校教育,学校教育,5
社会参加,社会参加,5
高齢社会,高齢社会,11
医療制度,医療制度,4
改革クラブ,改革クラブ,6
構造改革,構造改革,21
国庫負担,国庫負担,4
景気回復,景気回復,8
日本経済,日本経済,4
災害対策,災害対策,6
給付水準,給付水準,5
少子高齢,少子高齢,14
少子高齢,少子高齢,5
景気回復,景気回復,4
少子高齢,少子高齢,8
経済社会,経済社会,4
内閣総理大臣,内閣総理大臣,6
技術開発,技術開発,4
